Seqname,Source,FeatureType,Start,End,Score,Strand,Frame,x1,x2,Name,x3,Gene,gene_type,x5,x6
NC_017628.1,RefSeq,gene,158208,158774,.,-,.,gene-ECOK1_RS00755,ECOK1_RS00755,Gene,protein_coding,ECOK1_RS00755,ECOK1_0140,gene-ECOK1_RS00755,ECOK1_RS00755
NC_017628.1,RefSeq,gene,158791,161379,.,-,.,gene-ECOK1_RS00760,htrE,Gene,htrE,protein_coding,ECOK1_RS00760,ECOK1_0141,gene-ECOK1_RS00760
NC_017628.1,RefSeq,gene,161414,162154,.,-,.,gene-ECOK1_RS00765,ECOK1_RS00765,Gene,protein_coding,ECOK1_RS00765,ECOK1_0142,gene-ECOK1_RS00765,ECOK1_RS00765
NC_017628.1,RefSeq,gene,162263,162853,.,-,.,gene-ECOK1_RS00770,ECOK1_RS00770,Gene,protein_coding,ECOK1_RS00770,ECOK1_0143,gene-ECOK1_RS00770,ECOK1_RS00770
NC_017628.1,RefSeq,gene,163215,163694,.,-,.,gene-ECOK1_RS00775,folK,Gene,folK,protein_coding,ECOK1_RS00775,ECOK1_0144,gene-ECOK1_RS00775
NC_017628.1,RefSeq,gene,163691,165088,.,-,.,gene-ECOK1_RS00780,pcnB,Gene,pcnB,protein_coding,ECOK1_RS00780,ECOK1_0145,gene-ECOK1_RS00780
NC_017628.1,RefSeq,gene,165148,166044,.,-,.,gene-ECOK1_RS00785,gluQRS,Gene,gluQRS,protein_coding,ECOK1_RS00785,ECOK1_0146,gene-ECOK1_RS00785
NC_017628.1,RefSeq,gene,166111,166566,.,-,.,gene-ECOK1_RS00790,dksA,Gene,dksA,protein_coding,ECOK1_RS00790,ECOK1_0147,gene-ECOK1_RS00790
NC_017628.1,RefSeq,gene,166744,167448,.,-,.,gene-ECOK1_RS00795,sfsA,Gene,sfsA,protein_coding,ECOK1_RS00795,ECOK1_0148,gene-ECOK1_RS00795
NC_017628.1,RefSeq,gene,167463,167993,.,-,.,gene-ECOK1_RS00800,thpR,Gene,thpR,protein_coding,ECOK1_RS00800,ECOK1_0149,gene-ECOK1_RS00800
NC_017628.1,RefSeq,gene,168067,170496,.,+,.,gene-ECOK1_RS00805,hrpB,Gene,hrpB,protein_coding,ECOK1_RS00805,ECOK1_0150,gene-ECOK1_RS00805
NC_017628.1,RefSeq,gene,170590,173124,.,+,.,gene-ECOK1_RS00810,mrcB,Gene,mrcB,protein_coding,ECOK1_RS00810,ECOK1_0151,gene-ECOK1_RS00810
NC_017628.1,RefSeq,gene,173344,175587,.,+,.,gene-ECOK1_RS00815,fhuA,Gene,fhuA,protein_coding,ECOK1_RS00815,ECOK1_0153,gene-ECOK1_RS00815
NC_017628.1,RefSeq,gene,175638,176435,.,+,.,gene-ECOK1_RS00820,fhuC,Gene,fhuC,protein_coding,ECOK1_RS00820,ECOK1_0154,gene-ECOK1_RS00820
NC_017628.1,RefSeq,gene,176435,177325,.,+,.,gene-ECOK1_RS00825,fhuD,Gene,fhuD,protein_coding,ECOK1_RS00825,ECOK1_0155,gene-ECOK1_RS00825
NC_017628.1,RefSeq,gene,177322,179304,.,+,.,gene-ECOK1_RS00830,fhuB,Gene,fhuB,protein_coding,ECOK1_RS00830,ECOK1_0156,gene-ECOK1_RS00830
NC_017628.1,RefSeq,gene,179339,180619,.,-,.,gene-ECOK1_RS00835,hemL,Gene,hemL,protein_coding,ECOK1_RS00835,ECOK1_0157,gene-ECOK1_RS00835
NC_017628.1,RefSeq,gene,180785,180832,.,+,.,gene-ECOK1_RS28895,yadX,Gene,yadX,protein_coding,ECOK1_RS28895,gene-ECOK1_RS28895,yadX
NC_017628.1,RefSeq,gene,180844,182265,.,+,.,gene-ECOK1_RS00840,clcA,Gene,clcA,protein_coding,ECOK1_RS00840,ECOK1_0158,gene-ECOK1_RS00840
NC_017628.1,RefSeq,gene,182289,182354,.,+,.,gene-ECOK1_RS28110,yadW,Gene,yadW,protein_coding,ECOK1_RS28110,gene-ECOK1_RS28110,yadW
NC_017628.1,RefSeq,gene,182347,182691,.,+,.,gene-ECOK1_RS00845,erpA,Gene,erpA,protein_coding,ECOK1_RS00845,ECOK1_0159,gene-ECOK1_RS00845
NC_017628.1,RefSeq,gene,182738,183361,.,-,.,gene-ECOK1_RS00850,yadS,Gene,yadS,protein_coding,ECOK1_RS00850,ECOK1_0160,gene-ECOK1_RS00850
NC_017628.1,RefSeq,gene,183399,184199,.,-,.,gene-ECOK1_RS00855,btuF,Gene,btuF,protein_coding,ECOK1_RS00855,ECOK1_0161,gene-ECOK1_RS00855
NC_017628.1,RefSeq,gene,184192,184890,.,-,.,gene-ECOK1_RS00860,mtnN,Gene,mtnN,protein_coding,ECOK1_RS00860,ECOK1_0162,gene-ECOK1_RS00860
NC_017628.1,RefSeq,gene,184974,186491,.,+,.,gene-ECOK1_RS00865,dgt,Gene,dgt,protein_coding,ECOK1_RS00865,ECOK1_0163,gene-ECOK1_RS00865
NC_017628.1,RefSeq,gene,186621,188045,.,+,.,gene-ECOK1_RS00870,degP,Gene,degP,protein_coding,ECOK1_RS00870,ECOK1_0164,gene-ECOK1_RS00870
NC_017628.1,RefSeq,gene,189407,189793,.,-,.,gene-ECOK1_RS00880,yaeH,Gene,yaeH,protein_coding,ECOK1_RS00880,ECOK1_0166,gene-ECOK1_RS00880
NC_017628.1,RefSeq,gene,190105,190929,.,-,.,gene-ECOK1_RS00885,dapD,Gene,dapD,protein_coding,ECOK1_RS00885,ECOK1_0167,gene-ECOK1_RS00885
NC_017628.1,RefSeq,gene,190960,193632,.,-,.,gene-ECOK1_RS00890,glnD,Gene,glnD,protein_coding,ECOK1_RS00890,ECOK1_0168,gene-ECOK1_RS00890
NC_017628.1,RefSeq,gene,193694,194488,.,-,.,gene-ECOK1_RS00895,map,Gene,map,protein_coding,ECOK1_RS00895,ECOK1_0169,gene-ECOK1_RS00895
NC_017628.1,RefSeq,gene,194856,195581,.,+,.,gene-ECOK1_RS00900,rpsB,Gene,rpsB,protein_coding,ECOK1_RS00900,ECOK1_0170,gene-ECOK1_RS00900
NC_017628.1,RefSeq,gene,195716,196567,.,+,.,gene-ECOK1_RS00905,tsf,Gene,tsf,protein_coding,ECOK1_RS00905,ECOK1_0171,gene-ECOK1_RS00905
NC_017628.1,RefSeq,gene,196714,197439,.,+,.,gene-ECOK1_RS00910,pyrH,Gene,pyrH,protein_coding,ECOK1_RS00910,ECOK1_0172,gene-ECOK1_RS00910
NC_017628.1,RefSeq,gene,197589,198146,.,+,.,gene-ECOK1_RS00915,frr,Gene,frr,protein_coding,ECOK1_RS00915,ECOK1_0173,gene-ECOK1_RS00915
NC_017628.1,RefSeq,gene,198238,199434,.,+,.,gene-ECOK1_RS00920,ispC,Gene,ispC,protein_coding,ECOK1_RS00920,ECOK1_0174,gene-ECOK1_RS00920
NC_017628.1,RefSeq,gene,199623,200381,.,+,.,gene-ECOK1_RS00925,ispU,Gene,ispU,protein_coding,uppS,ECOK1_RS00925,ECOK1_0175
NC_017628.1,RefSeq,gene,200394,201251,.,+,.,gene-ECOK1_RS00930,cdsA,Gene,cdsA,protein_coding,ECOK1_RS00930,ECOK1_0176,gene-ECOK1_RS00930
NC_017628.1,RefSeq,gene,201263,202615,.,+,.,gene-ECOK1_RS00935,rseP,Gene,rseP,protein_coding,ECOK1_RS00935,ECOK1_0177,gene-ECOK1_RS00935
NC_017628.1,RefSeq,gene,202645,205077,.,+,.,gene-ECOK1_RS00940,bamA,Gene,bamA,protein_coding,ECOK1_RS00940,ECOK1_0178,gene-ECOK1_RS00940
NC_017628.1,RefSeq,gene,205199,205684,.,+,.,gene-ECOK1_RS00945,skp,Gene,skp,protein_coding,hlpA,ompH,ECOK1_RS00945,ECOK1_0179
NC_017628.1,RefSeq,gene,205688,206713,.,+,.,gene-ECOK1_RS00950,lpxD,Gene,lpxD,protein_coding,ECOK1_RS00950,ECOK1_0180,gene-ECOK1_RS00950
NC_017628.1,RefSeq,gene,206818,207273,.,+,.,gene-ECOK1_RS00955,fabZ,Gene,fabZ,protein_coding,ECOK1_RS00955,ECOK1_0181,gene-ECOK1_RS00955
NC_017628.1,RefSeq,gene,207277,208065,.,+,.,gene-ECOK1_RS00960,lpxA,Gene,lpxA,protein_coding,ECOK1_RS00960,ECOK1_0182,gene-ECOK1_RS00960
NC_017628.1,RefSeq,gene,208065,209213,.,+,.,gene-ECOK1_RS00965,lpxB,Gene,lpxB,protein_coding,ECOK1_RS00965,ECOK1_0183,gene-ECOK1_RS00965
NC_017628.1,RefSeq,gene,209210,209806,.,+,.,gene-ECOK1_RS00970,rnhB,Gene,rnhB,protein_coding,ECOK1_RS00970,ECOK1_0184,gene-ECOK1_RS00970
NC_017628.1,RefSeq,gene,209843,213325,.,+,.,gene-ECOK1_RS00975,dnaE,Gene,dnaE,protein_coding,ECOK1_RS00975,ECOK1_0185,gene-ECOK1_RS00975
NC_017628.1,RefSeq,gene,213338,214297,.,+,.,gene-ECOK1_RS00980,accA,Gene,accA,protein_coding,ECOK1_RS00980,ECOK1_0186,gene-ECOK1_RS00980
NC_017628.1,RefSeq,gene,216593,216982,.,+,.,gene-ECOK1_RS00990,yaeR,Gene,yaeR,protein_coding,ECOK1_RS00990,ECOK1_0188,gene-ECOK1_RS00990
NC_017628.1,RefSeq,gene,217047,218345,.,+,.,gene-ECOK1_RS00995,tilS,Gene,tilS,protein_coding,ECOK1_RS00995,ECOK1_0189,gene-ECOK1_RS00995
NC_017628.1,RefSeq,gene,218393,218653,.,-,.,gene-ECOK1_RS01000,rof,Gene,rof,protein_coding,ECOK1_RS01000,ECOK1_0190,gene-ECOK1_RS01000
NC_017628.1,RefSeq,gene,218640,218840,.,-,.,gene-ECOK1_RS01005,yaeP,Gene,yaeP,protein_coding,ECOK1_RS01005,ECOK1_0191,gene-ECOK1_RS01005
NC_017628.1,RefSeq,gene,219006,219551,.,+,.,gene-ECOK1_RS01010,yaeQ,Gene,yaeQ,protein_coding,ECOK1_RS01010,ECOK1_0192,gene-ECOK1_RS01010
NC_017628.1,RefSeq,gene,219548,219970,.,+,.,gene-ECOK1_RS01015,arfB,Gene,arfB,protein_coding,ECOK1_RS01015,ECOK1_0193,gene-ECOK1_RS01015
NC_017628.1,RefSeq,gene,219984,220694,.,+,.,gene-ECOK1_RS01020,nlpE,Gene,nlpE,protein_coding,cutF,ECOK1_RS01020,ECOK1_0194
NC_017628.1,RefSeq,gene,220850,221674,.,-,.,gene-ECOK1_RS01025,yaeF,Gene,yaeF,protein_coding,ECOK1_RS01025,ECOK1_0195,gene-ECOK1_RS01025
NC_017628.1,RefSeq,gene,221727,223445,.,-,.,gene-ECOK1_RS01030,proS,Gene,proS,protein_coding,ECOK1_RS01030,ECOK1_0196,gene-ECOK1_RS01030
NC_017628.1,RefSeq,gene,223556,224263,.,-,.,gene-ECOK1_RS01035,tsaA,Gene,tsaA,protein_coding,ECOK1_RS01035,ECOK1_0197,gene-ECOK1_RS01035
NC_017628.1,RefSeq,gene,224260,224664,.,-,.,gene-ECOK1_RS01040,rcsF,Gene,rcsF,protein_coding,ECOK1_RS01040,ECOK1_0198,gene-ECOK1_RS01040
NC_017628.1,RefSeq,gene,224782,225597,.,-,.,gene-ECOK1_RS01045,metQ,Gene,metQ,protein_coding,ECOK1_RS01045,ECOK1_0199,gene-ECOK1_RS01045
NC_017628.1,RefSeq,gene,225637,226290,.,-,.,gene-ECOK1_RS01050,metI,Gene,metI,protein_coding,ECOK1_RS01050,ECOK1_0200,gene-ECOK1_RS01050
NC_017628.1,RefSeq,gene,226283,227314,.,-,.,gene-ECOK1_RS01055,metN,Gene,metN,protein_coding,ECOK1_RS01055,ECOK1_0201,gene-ECOK1_RS01055
NC_017628.1,RefSeq,gene,227502,228074,.,+,.,gene-ECOK1_RS01060,gmhB,Gene,gmhB,protein_coding,ECOK1_RS01060,ECOK1_0202,gene-ECOK1_RS01060
NC_017628.1,RefSeq,gene,228440,229981,.,+,.,gene-ECOK1_RS01065,ECOK1_RS01065,Gene,rRNA,ECOK1_RS01065,ECOK1_0203,gene-ECOK1_RS01065,ECOK1_RS01065
NC_017628.1,RefSeq,gene,230050,230126,.,+,.,gene-ECOK1_RS01070,ECOK1_RS01070,Gene,tRNA,ECOK1_RS01070,ECOK1_0204,gene-ECOK1_RS01070,ECOK1_RS01070
NC_017628.1,RefSeq,gene,230169,230244,.,+,.,gene-ECOK1_RS01075,ECOK1_RS01075,Gene,tRNA,ECOK1_RS01075,ECOK1_0205,gene-ECOK1_RS01075,ECOK1_RS01075
NC_017628.1,RefSeq,gene,230419,233322,.,+,.,gene-ECOK1_RS01080,ECOK1_RS01080,Gene,rRNA,ECOK1_RS01080,ECOK1_0206,gene-ECOK1_RS01080,ECOK1_RS01080
NC_017628.1,RefSeq,gene,233423,233538,.,+,.,gene-ECOK1_RS01085,rrf,Gene,rrf,rRNA,ECOK1_RS01085,ECOK1_0207,gene-ECOK1_RS01085
NC_017628.1,RefSeq,gene,233592,233668,.,+,.,gene-ECOK1_RS01090,ECOK1_RS01090,Gene,tRNA,ECOK1_RS01090,ECOK1_0208,gene-ECOK1_RS01090,ECOK1_RS01090
NC_017628.1,RefSeq,gene,233831,234634,.,+,.,gene-ECOK1_RS01095,dkgB,Gene,dkgB,protein_coding,ECOK1_RS01095,ECOK1_0210,gene-ECOK1_RS01095
NC_017628.1,RefSeq,gene,234631,235545,.,-,.,gene-ECOK1_RS01100,yafC,Gene,yafC,protein_coding,ECOK1_RS01100,ECOK1_0209,gene-ECOK1_RS01100
NC_017628.1,RefSeq,gene,235786,236586,.,+,.,gene-ECOK1_RS01105,yafD,Gene,yafD,protein_coding,ECOK1_RS01105,ECOK1_0211,gene-ECOK1_RS01105
NC_017628.1,RefSeq,gene,236664,237434,.,+,.,gene-ECOK1_RS01110,ECOK1_RS01110,Gene,protein_coding,ECOK1_RS01110,ECOK1_0212,gene-ECOK1_RS01110,ECOK1_RS01110
NC_017628.1,RefSeq,gene,237481,238839,.,-,.,gene-ECOK1_RS01115,mltD,Gene,mltD,protein_coding,ECOK1_RS01115,ECOK1_0213,gene-ECOK1_RS01115
NC_017628.1,RefSeq,gene,238911,239666,.,-,.,gene-ECOK1_RS01120,gloB,Gene,gloB,protein_coding,ECOK1_RS01120,ECOK1_0214,gene-ECOK1_RS01120
NC_017628.1,RefSeq,gene,239700,240422,.,+,.,gene-ECOK1_RS01125,yafS,Gene,yafS,protein_coding,ECOK1_RS01125,ECOK1_0216,gene-ECOK1_RS01125
NC_017628.1,RefSeq,gene,240419,240886,.,-,.,gene-ECOK1_RS01130,rnhA,Gene,rnhA,protein_coding,ECOK1_RS01130,ECOK1_0215,gene-ECOK1_RS01130
NC_017628.1,RefSeq,gene,240951,241682,.,+,.,gene-ECOK1_RS01135,dnaQ,Gene,dnaQ,protein_coding,ECOK1_RS01135,ECOK1_0217,gene-ECOK1_RS01135
NC_017628.1,RefSeq,gene,241815,241891,.,+,.,gene-ECOK1_RS01140,ECOK1_RS01140,Gene,tRNA,ECOK1_RS01140,ECOK1_0218,gene-ECOK1_RS01140,ECOK1_RS01140
NC_017628.1,RefSeq,gene,242220,243005,.,+,.,gene-ECOK1_RS01145,ECOK1_RS01145,Gene,protein_coding,ECOK1_RS01145,ECOK1_0220,gene-ECOK1_RS01145,ECOK1_RS01145
NC_017628.1,RefSeq,gene,243345,243824,.,-,.,gene-ECOK1_RS01150,ECOK1_RS01150,Gene,protein_coding,ECOK1_RS01150,ECOK1_0221,gene-ECOK1_RS01150,ECOK1_RS01150
NC_017628.1,RefSeq,gene,243842,245200,.,-,.,gene-ECOK1_RS01155,ECOK1_RS01155,Gene,protein_coding,ECOK1_RS01155,ECOK1_0222,gene-ECOK1_RS01155,ECOK1_RS01155
NC_017628.1,RefSeq,gene,245211,248678,.,-,.,gene-ECOK1_RS01160,tssM,Gene,tssM,protein_coding,ECOK1_RS01160,ECOK1_0223,gene-ECOK1_RS01160
NC_017628.1,RefSeq,gene,248758,250200,.,-,.,gene-ECOK1_RS01165,tssA,Gene,tssA,protein_coding,ECOK1_RS01165,ECOK1_0224,gene-ECOK1_RS01165
NC_017628.1,RefSeq,gene,250205,250948,.,-,.,gene-ECOK1_RS01170,vasI,Gene,vasI,protein_coding,ECOK1_RS01170,ECOK1_0225,gene-ECOK1_RS01170
NC_017628.1,RefSeq,gene,250945,253704,.,-,.,gene-ECOK1_RS01175,tssH,Gene,tssH,protein_coding,ECOK1_RS01175,ECOK1_0226,gene-ECOK1_RS01175
NC_017628.1,RefSeq,gene,253714,254478,.,-,.,gene-ECOK1_RS01180,icmH,Gene,icmH,protein_coding,ECOK1_RS01180,ECOK1_0227,gene-ECOK1_RS01180
NC_017628.1,RefSeq,gene,254483,255829,.,-,.,gene-ECOK1_RS01185,tssK,Gene,tssK,protein_coding,ECOK1_RS01185,ECOK1_0228,gene-ECOK1_RS01185
NC_017628.1,RefSeq,gene,255832,256356,.,-,.,gene-ECOK1_RS01190,tssJ,Gene,tssJ,protein_coding,ECOK1_RS01190,ECOK1_0229,gene-ECOK1_RS01190
NC_017628.1,RefSeq,gene,256353,257645,.,-,.,gene-ECOK1_RS01195,tagH,Gene,tagH,protein_coding,ECOK1_RS01195,ECOK1_0230,gene-ECOK1_RS01195
NC_017628.1,RefSeq,gene,257650,258699,.,-,.,gene-ECOK1_RS01200,tssG,Gene,tssG,protein_coding,ECOK1_RS01200,ECOK1_0231,gene-ECOK1_RS01200
NC_017628.1,RefSeq,gene,258663,260504,.,-,.,gene-ECOK1_RS01205,tssF,Gene,tssF,protein_coding,ECOK1_RS01205,ECOK1_0232,gene-ECOK1_RS01205
NC_017628.1,RefSeq,gene,260510,260935,.,-,.,gene-ECOK1_RS01210,tssE,Gene,tssE,protein_coding,ECOK1_RS01210,ECOK1_0233,gene-ECOK1_RS01210
NC_017628.1,RefSeq,gene,260940,262424,.,-,.,gene-ECOK1_RS01215,tssC,Gene,tssC,protein_coding,ECOK1_RS01215,ECOK1_0234,gene-ECOK1_RS01215
NC_017628.1,RefSeq,gene,262447,262950,.,-,.,gene-ECOK1_RS01220,tssB,Gene,tssB,protein_coding,ECOK1_RS01220,ECOK1_0235,gene-ECOK1_RS01220
NC_017628.1,RefSeq,gene,263656,264174,.,+,.,gene-ECOK1_RS01225,ECOK1_RS01225,Gene,protein_coding,ECOK1_RS01225,ECOK1_0236,gene-ECOK1_RS01225,ECOK1_RS01225
NC_017628.1,RefSeq,gene,264395,266377,.,+,.,gene-ECOK1_RS01235,ECOK1_RS01235,Gene,protein_coding,ECOK1_RS01235,ECOK1_0237,gene-ECOK1_RS01235,ECOK1_RS01235
NC_017628.1,RefSeq,gene,266484,267530,.,+,.,gene-ECOK1_RS01240,ECOK1_RS01240,Gene,protein_coding,ECOK1_RS01240,ECOK1_0238,gene-ECOK1_RS01240,ECOK1_RS01240
NC_017628.1,RefSeq,gene,267523,268962,.,+,.,gene-ECOK1_RS01245,ECOK1_RS01245,Gene,protein_coding,ECOK1_RS01245,ECOK1_0239,gene-ECOK1_RS01245,ECOK1_RS01245
NC_017628.1,RefSeq,gene,268937,269227,.,+,.,gene-ECOK1_RS01250,ECOK1_RS01250,Gene,protein_coding,ECOK1_RS01250,gene-ECOK1_RS01250,ECOK1_RS01250,Gene
NC_017628.1,RefSeq,gene,270478,270981,.,+,.,gene-ECOK1_RS01265,ECOK1_RS01265,Gene,protein_coding,ECOK1_RS01265,gene-ECOK1_RS01265,ECOK1_RS01265,Gene
NC_017628.1,RefSeq,gene,271075,271563,.,+,.,gene-ECOK1_RS01270,ECOK1_RS01270,Gene,protein_coding,ECOK1_RS01270,ECOK1_0241,gene-ECOK1_RS01270,ECOK1_RS01270
NC_017628.1,RefSeq,gene,271834,272604,.,-,.,gene-ECOK1_RS01275,yafV,Gene,yafV,protein_coding,ECOK1_RS01275,ECOK1_0242,gene-ECOK1_RS01275
NC_017628.1,RefSeq,gene,272785,273231,.,+,.,gene-ECOK1_RS01280,ivy,Gene,ivy,protein_coding,ECOK1_RS01280,ECOK1_0243,gene-ECOK1_RS01280
NC_017628.1,RefSeq,gene,273274,275718,.,-,.,gene-ECOK1_RS01285,fadE,Gene,fadE,protein_coding,ECOK1_RS01285,ECOK1_0244,gene-ECOK1_RS01285
NC_017628.1,RefSeq,gene,275958,276536,.,+,.,gene-ECOK1_RS01290,lpcA,Gene,lpcA,protein_coding,ECOK1_RS01290,ECOK1_0245,gene-ECOK1_RS01290
NC_017628.1,RefSeq,gene,276741,277508,.,+,.,gene-ECOK1_RS01295,yafJ,Gene,yafJ,protein_coding,ECOK1_RS01295,ECOK1_0247,gene-ECOK1_RS01295
NC_017628.1,RefSeq,gene,277479,278219,.,-,.,gene-ECOK1_RS01300,dpaA,Gene,dpaA,protein_coding,ECOK1_RS01300,ECOK1_0246,gene-ECOK1_RS01300
NC_017628.1,RefSeq,gene,278531,279280,.,+,.,gene-ECOK1_RS01305,yafL,Gene,yafL,protein_coding,ECOK1_RS01305,ECOK1_0249,gene-ECOK1_RS01305
NC_017628.1,RefSeq,gene,279456,279953,.,+,.,gene-ECOK1_RS01310,rayT,Gene,rayT,protein_coding,ECOK1_RS01310,ECOK1_0250,gene-ECOK1_RS01310
NC_017628.1,RefSeq,gene,280036,280194,.,-,.,gene-ECOK1_RS28715,ECOK1_RS28715,Gene,protein_coding,ECOK1_RS28715,ECOK1_0251,gene-ECOK1_RS28715,ECOK1_RS28715
NC_017628.1,RefSeq,gene,281957,282742,.,+,.,gene-ECOK1_RS01320,lafU,Gene,lafU,protein_coding,ECOK1_RS01320,ECOK1_0253,gene-ECOK1_RS01320
NC_017628.1,RefSeq,gene,282813,283868,.,+,.,gene-ECOK1_RS01325,dinB,Gene,dinB,protein_coding,ECOK1_RS01325,ECOK1_0254,gene-ECOK1_RS01325
NC_017628.1,RefSeq,gene,283920,284213,.,+,.,gene-ECOK1_RS01330,yafN,Gene,yafN,protein_coding,ECOK1_RS01330,ECOK1_0255,gene-ECOK1_RS01330
NC_017628.1,RefSeq,gene,284216,284614,.,+,.,gene-ECOK1_RS01335,yafO,Gene,yafO,protein_coding,ECOK1_RS01335,ECOK1_0256,gene-ECOK1_RS01335
NC_017628.1,RefSeq,gene,284624,285076,.,+,.,gene-ECOK1_RS01340,yafP,Gene,yafP,protein_coding,ECOK1_RS01340,ECOK1_0257,gene-ECOK1_RS01340
NC_017628.1,RefSeq,gene,285266,286405,.,+,.,gene-ECOK1_RS01345,ECOK1_RS01345,Gene,protein_coding,ECOK1_RS01345,ECOK1_0258,gene-ECOK1_RS01345,ECOK1_RS01345
NC_017628.1,RefSeq,gene,286402,287016,.,+,.,gene-ECOK1_RS01350,prfH,Gene,prfH,protein_coding,ECOK1_RS01350,ECOK1_0259,gene-ECOK1_RS01350
NC_017628.1,RefSeq,gene,287073,288530,.,-,.,gene-ECOK1_RS01355,pepD,Gene,pepD,protein_coding,ECOK1_RS01355,ECOK1_0260,gene-ECOK1_RS01355
NC_017628.1,RefSeq,gene,288791,289249,.,+,.,gene-ECOK1_RS01360,gpt,Gene,gpt,protein_coding,ECOK1_RS01360,ECOK1_0261,gene-ECOK1_RS01360
NC_017628.1,RefSeq,gene,289341,290585,.,+,.,gene-ECOK1_RS01365,frsA,Gene,frsA,protein_coding,ECOK1_RS01365,ECOK1_0262,gene-ECOK1_RS01365
NC_017628.1,RefSeq,gene,290643,291044,.,+,.,gene-ECOK1_RS01370,crl,Gene,crl,protein_coding,ECOK1_RS01370,ECOK1_0263,gene-ECOK1_RS01370
NC_017628.1,RefSeq,gene,291154,292209,.,-,.,gene-ECOK1_RS01375,phoE,Gene,phoE,protein_coding,ECOK1_RS01375,ECOK1_0264,gene-ECOK1_RS01375
NC_017628.1,RefSeq,gene,292498,293601,.,+,.,gene-ECOK1_RS01380,proB,Gene,proB,protein_coding,ECOK1_RS01380,ECOK1_0265,gene-ECOK1_RS01380
NC_017628.1,RefSeq,gene,293613,294866,.,+,.,gene-ECOK1_RS01385,proA,Gene,proA,protein_coding,ECOK1_RS01385,ECOK1_0266,gene-ECOK1_RS01385
NC_017628.1,RefSeq,gene,294981,295056,.,+,.,gene-ECOK1_RS01390,ECOK1_RS01390,Gene,tRNA,ECOK1_RS01390,ECOK1_0267,gene-ECOK1_RS01390,ECOK1_RS01390
NC_017628.1,RefSeq,gene,295984,296478,.,-,.,gene-ECOK1_RS01400,ECOK1_RS01400,Gene,protein_coding,ECOK1_RS01400,ECOK1_0269,gene-ECOK1_RS01400,ECOK1_RS01400
NC_017628.1,RefSeq,gene,296634,300764,.,-,.,gene-ECOK1_RS01405,vat,Gene,vat,protein_coding,ECOK1_RS01405,ECOK1_0270,gene-ECOK1_RS01405
NC_017628.1,RefSeq,gene,302474,302659,.,+,.,gene-ECOK1_RS01430,ECOK1_RS01430,Gene,protein_coding,ECOK1_RS01430,ECOK1_0272,gene-ECOK1_RS01430,ECOK1_RS01430
NC_017628.1,RefSeq,gene,302874,303488,.,+,.,gene-ECOK1_RS01435,yagU,Gene,yagU,protein_coding,ECOK1_RS01435,ECOK1_0273,gene-ECOK1_RS01435
NC_017628.1,RefSeq,gene,303562,303681,.,+,.,gene-ECOK1_RS25885,ECOK1_RS25885,Gene,protein_coding,ECOK1_RS25885,gene-ECOK1_RS25885,ECOK1_RS25885,Gene
NC_017628.1,RefSeq,gene,303737,304066,.,-,.,gene-ECOK1_RS01440,ykgJ,Gene,ykgJ,protein_coding,ECOK1_RS01440,gene-ECOK1_RS01440,ykgJ
NC_017628.1,RefSeq,gene,304373,305083,.,-,.,gene-ECOK1_RS01445,ecpE,Gene,ecpE,protein_coding,ECOK1_RS01445,ECOK1_0276,gene-ECOK1_RS01445
NC_017628.1,RefSeq,gene,305052,306695,.,-,.,gene-ECOK1_RS01450,ecpD,Gene,ecpD,protein_coding,ECOK1_RS01450,ECOK1_0277,gene-ECOK1_RS01450
NC_017628.1,RefSeq,gene,306685,309210,.,-,.,gene-ECOK1_RS01455,ecpC,Gene,ecpC,protein_coding,yagX,ECOK1_RS01455,ECOK1_0278
NC_017628.1,RefSeq,gene,309236,309904,.,-,.,gene-ECOK1_RS01460,ecpB,Gene,ecpB,protein_coding,yagY,ECOK1_RS01460,ECOK1_0279
NC_017628.1,RefSeq,gene,309961,310548,.,-,.,gene-ECOK1_RS01465,ecpA,Gene,ecpA,protein_coding,matB,ECOK1_RS01465,ECOK1_0280
NC_017628.1,RefSeq,gene,310622,311164,.,-,.,gene-ECOK1_RS01470,ecpR,Gene,ecpR,protein_coding,matA,ECOK1_RS01470,ECOK1_0281
NC_017628.1,RefSeq,gene,312248,312388,.,-,.,gene-ECOK1_RS01475,ykgO,Gene,ykgO,protein_coding,ECOK1_RS01475,ECOK1_0282,gene-ECOK1_RS01475
NC_017628.1,RefSeq,gene,312388,312651,.,-,.,gene-ECOK1_RS01480,ykgM,Gene,ykgM,protein_coding,ECOK1_RS01480,ECOK1_0283,gene-ECOK1_RS01480
NC_017628.1,RefSeq,gene,313591,314733,.,-,.,gene-ECOK1_RS01490,ECOK1_RS01490,Gene,protein_coding,ECOK1_RS01490,ECOK1_0284,gene-ECOK1_RS01490,ECOK1_RS01490
NC_017628.1,RefSeq,gene,314905,315825,.,-,.,gene-ECOK1_RS01495,ECOK1_RS01495,Gene,protein_coding,ECOK1_RS01495,ECOK1_0285,gene-ECOK1_RS01495,ECOK1_RS01495
NC_017628.1,RefSeq,gene,315982,316908,.,+,.,gene-ECOK1_RS01500,ECOK1_RS01500,Gene,protein_coding,ECOK1_RS01500,ECOK1_0286,gene-ECOK1_RS01500,ECOK1_RS01500
