	chrom	source	type	start	end	score	strand	phase	attributes	ID	Name	gbkey	gene	gene_biotype	gene_synonym	locus_tag	old_locus_tag	gieStain
80	NC_017628.1	RefSeq	gene	90386	91390	.	+	.	ID=gene-ECOK1_RS00440;Name=cra;gbkey=Gene;gene=cra;gene_biotype=protein_coding;locus_tag=ECOK1_RS00440;old_locus_tag=ECOK1_0081	gene-ECOK1_RS00440	cra	Gene	cra	protein_coding		ECOK1_RS00440	ECOK1_0081	.
81	NC_017628.1	RefSeq	gene	91992	92450	.	+	.	ID=gene-ECOK1_RS00445;Name=mraZ;gbkey=Gene;gene=mraZ;gene_biotype=protein_coding;locus_tag=ECOK1_RS00445;old_locus_tag=ECOK1_0082	gene-ECOK1_RS00445	mraZ	Gene	mraZ	protein_coding		ECOK1_RS00445	ECOK1_0082	.
82	NC_017628.1	RefSeq	gene	92452	93393	.	+	.	ID=gene-ECOK1_RS00450;Name=rsmH;gbkey=Gene;gene=rsmH;gene_biotype=protein_coding;locus_tag=ECOK1_RS00450;old_locus_tag=ECOK1_0083	gene-ECOK1_RS00450	rsmH	Gene	rsmH	protein_coding		ECOK1_RS00450	ECOK1_0083	.
83	NC_017628.1	RefSeq	gene	93390	93755	.	+	.	ID=gene-ECOK1_RS00455;Name=ftsL;gbkey=Gene;gene=ftsL;gene_biotype=protein_coding;locus_tag=ECOK1_RS00455;old_locus_tag=ECOK1_0084	gene-ECOK1_RS00455	ftsL	Gene	ftsL	protein_coding		ECOK1_RS00455	ECOK1_0084	.
84	NC_017628.1	RefSeq	gene	93771	95537	.	+	.	ID=gene-ECOK1_RS00460;Name=ftsI;gbkey=Gene;gene=ftsI;gene_biotype=protein_coding;locus_tag=ECOK1_RS00460;old_locus_tag=ECOK1_0085	gene-ECOK1_RS00460	ftsI	Gene	ftsI	protein_coding		ECOK1_RS00460	ECOK1_0085	.
85	NC_017628.1	RefSeq	gene	95524	97011	.	+	.	ID=gene-ECOK1_RS00465;Name=murE;gbkey=Gene;gene=murE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00465;old_locus_tag=ECOK1_0086	gene-ECOK1_RS00465	murE	Gene	murE	protein_coding		ECOK1_RS00465	ECOK1_0086	.
86	NC_017628.1	RefSeq	gene	97008	98366	.	+	.	ID=gene-ECOK1_RS00470;Name=murF;gbkey=Gene;gene=murF;gene_biotype=protein_coding;locus_tag=ECOK1_RS00470;old_locus_tag=ECOK1_0087	gene-ECOK1_RS00470	murF	Gene	murF	protein_coding		ECOK1_RS00470	ECOK1_0087	.
87	NC_017628.1	RefSeq	gene	98360	99442	.	+	.	ID=gene-ECOK1_RS00475;Name=mraY;gbkey=Gene;gene=mraY;gene_biotype=protein_coding;locus_tag=ECOK1_RS00475;old_locus_tag=ECOK1_0088	gene-ECOK1_RS00475	mraY	Gene	mraY	protein_coding		ECOK1_RS00475	ECOK1_0088	.
88	NC_017628.1	RefSeq	gene	99445	100761	.	+	.	ID=gene-ECOK1_RS00480;Name=murD;gbkey=Gene;gene=murD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00480;old_locus_tag=ECOK1_0089	gene-ECOK1_RS00480	murD	Gene	murD	protein_coding		ECOK1_RS00480	ECOK1_0089	.
89	NC_017628.1	RefSeq	gene	100761	102005	.	+	.	ID=gene-ECOK1_RS00485;Name=ftsW;gbkey=Gene;gene=ftsW;gene_biotype=protein_coding;locus_tag=ECOK1_RS00485;old_locus_tag=ECOK1_0090	gene-ECOK1_RS00485	ftsW	Gene	ftsW	protein_coding		ECOK1_RS00485	ECOK1_0090	.
90	NC_017628.1	RefSeq	gene	102002	103069	.	+	.	ID=gene-ECOK1_RS00490;Name=murG;gbkey=Gene;gene=murG;gene_biotype=protein_coding;locus_tag=ECOK1_RS00490;old_locus_tag=ECOK1_0091	gene-ECOK1_RS00490	murG	Gene	murG	protein_coding		ECOK1_RS00490	ECOK1_0091	.
91	NC_017628.1	RefSeq	gene	103123	104598	.	+	.	ID=gene-ECOK1_RS00495;Name=murC;gbkey=Gene;gene=murC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00495;old_locus_tag=ECOK1_0092	gene-ECOK1_RS00495	murC	Gene	murC	protein_coding		ECOK1_RS00495	ECOK1_0092	.
92	NC_017628.1	RefSeq	gene	104591	105511	.	+	.	ID=gene-ECOK1_RS00500;Name=ddlB;gbkey=Gene;gene=ddlB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00500;old_locus_tag=ECOK1_0093	gene-ECOK1_RS00500	ddlB	Gene	ddlB	protein_coding		ECOK1_RS00500	ECOK1_0093	.
93	NC_017628.1	RefSeq	gene	105513	106343	.	+	.	ID=gene-ECOK1_RS00505;Name=ftsQ;gbkey=Gene;gene=ftsQ;gene_biotype=protein_coding;locus_tag=ECOK1_RS00505;old_locus_tag=ECOK1_0094	gene-ECOK1_RS00505	ftsQ	Gene	ftsQ	protein_coding		ECOK1_RS00505	ECOK1_0094	.
94	NC_017628.1	RefSeq	gene	106340	107602	.	+	.	ID=gene-ECOK1_RS00510;Name=ftsA;gbkey=Gene;gene=ftsA;gene_biotype=protein_coding;locus_tag=ECOK1_RS00510;old_locus_tag=ECOK1_0095	gene-ECOK1_RS00510	ftsA	Gene	ftsA	protein_coding		ECOK1_RS00510	ECOK1_0095	.
95	NC_017628.1	RefSeq	gene	107663	108814	.	+	.	ID=gene-ECOK1_RS00515;Name=ftsZ;gbkey=Gene;gene=ftsZ;gene_biotype=protein_coding;locus_tag=ECOK1_RS00515;old_locus_tag=ECOK1_0096	gene-ECOK1_RS00515	ftsZ	Gene	ftsZ	protein_coding		ECOK1_RS00515	ECOK1_0096	.
96	NC_017628.1	RefSeq	gene	108915	109832	.	+	.	ID=gene-ECOK1_RS00520;Name=lpxC;gbkey=Gene;gene=lpxC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00520;old_locus_tag=ECOK1_0097	gene-ECOK1_RS00520	lpxC	Gene	lpxC	protein_coding		ECOK1_RS00520	ECOK1_0097	.
97	NC_017628.1	RefSeq	gene	110063	110575	.	+	.	ID=gene-ECOK1_RS00525;Name=secM;gbkey=Gene;gene=secM;gene_biotype=protein_coding;locus_tag=ECOK1_RS00525;old_locus_tag=ECOK1_0098	gene-ECOK1_RS00525	secM	Gene	secM	protein_coding		ECOK1_RS00525	ECOK1_0098	.
98	NC_017628.1	RefSeq	gene	110637	113342	.	+	.	ID=gene-ECOK1_RS00530;Name=secA;gbkey=Gene;gene=secA;gene_biotype=protein_coding;locus_tag=ECOK1_RS00530;old_locus_tag=ECOK1_0099	gene-ECOK1_RS00530	secA	Gene	secA	protein_coding		ECOK1_RS00530	ECOK1_0099	.
99	NC_017628.1	RefSeq	gene	113402	113800	.	+	.	ID=gene-ECOK1_RS00535;Name=mutT;gbkey=Gene;gene=mutT;gene_biotype=protein_coding;locus_tag=ECOK1_RS00535;old_locus_tag=ECOK1_0100	gene-ECOK1_RS00535	mutT	Gene	mutT	protein_coding		ECOK1_RS00535	ECOK1_0100	.
100	NC_017628.1	RefSeq	gene	113888	114085	.	-	.	ID=gene-ECOK1_RS00540;Name=yacG;gbkey=Gene;gene=yacG;gene_biotype=protein_coding;locus_tag=ECOK1_RS00540;old_locus_tag=ECOK1_0101	gene-ECOK1_RS00540	yacG	Gene	yacG	protein_coding		ECOK1_RS00540	ECOK1_0101	.
101	NC_017628.1	RefSeq	gene	114095	114838	.	-	.	ID=gene-ECOK1_RS00545;Name=zapD;gbkey=Gene;gene=zapD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00545;old_locus_tag=ECOK1_0102	gene-ECOK1_RS00545	zapD	Gene	zapD	protein_coding		ECOK1_RS00545	ECOK1_0102	.
102	NC_017628.1	RefSeq	gene	114838	115458	.	-	.	ID=gene-ECOK1_RS00550;Name=coaE;gbkey=Gene;gene=coaE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00550;old_locus_tag=ECOK1_0103	gene-ECOK1_RS00550	coaE	Gene	coaE	protein_coding		ECOK1_RS00550	ECOK1_0103	.
103	NC_017628.1	RefSeq	gene	115483	115527	.	+	.	ID=gene-ECOK1_RS28710;Name=ECOK1_RS28710;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS28710	gene-ECOK1_RS28710	ECOK1_RS28710	Gene		protein_coding		ECOK1_RS28710		.
104	NC_017628.1	RefSeq	gene	115683	116726	.	+	.	ID=gene-ECOK1_RS00555;Name=guaC;gbkey=Gene;gene=guaC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00555;old_locus_tag=ECOK1_0104	gene-ECOK1_RS00555	guaC	Gene	guaC	protein_coding		ECOK1_RS00555	ECOK1_0104	.
105	NC_017628.1	RefSeq	gene	116761	117963	.	-	.	ID=gene-ECOK1_RS00560;Name=hofC;gbkey=Gene;gene=hofC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00560;old_locus_tag=ECOK1_0105	gene-ECOK1_RS00560	hofC	Gene	hofC	protein_coding		ECOK1_RS00560	ECOK1_0105	.
106	NC_017628.1	RefSeq	gene	117953	119338	.	-	.	ID=gene-ECOK1_RS00565;Name=gspE;gbkey=Gene;gene=gspE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00565;old_locus_tag=ECOK1_0106	gene-ECOK1_RS00565	gspE	Gene	gspE	protein_coding		ECOK1_RS00565	ECOK1_0106	.
107	NC_017628.1	RefSeq	gene	119348	119788	.	-	.	ID=gene-ECOK1_RS00570;Name=ppdD;gbkey=Gene;gene=ppdD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00570;old_locus_tag=ECOK1_0107	gene-ECOK1_RS00570	ppdD	Gene	ppdD	protein_coding		ECOK1_RS00570	ECOK1_0107	.
108	NC_017628.1	RefSeq	gene	119992	120885	.	-	.	ID=gene-ECOK1_RS00580;Name=nadC;gbkey=Gene;gene=nadC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00580;old_locus_tag=ECOK1_0108	gene-ECOK1_RS00580	nadC	Gene	nadC	protein_coding		ECOK1_RS00580	ECOK1_0108	.
109	NC_017628.1	RefSeq	gene	120973	121524	.	+	.	ID=gene-ECOK1_RS00585;Name=ampD;gbkey=Gene;gene=ampD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00585;old_locus_tag=ECOK1_0109	gene-ECOK1_RS00585	ampD	Gene	ampD	protein_coding		ECOK1_RS00585	ECOK1_0109	.
110	NC_017628.1	RefSeq	gene	121521	122375	.	+	.	ID=gene-ECOK1_RS00590;Name=ampE;gbkey=Gene;gene=ampE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00590;old_locus_tag=ECOK1_0110	gene-ECOK1_RS00590	ampE	Gene	ampE	protein_coding		ECOK1_RS00590	ECOK1_0110	.
111	NC_017628.1	RefSeq	gene	122418	123788	.	-	.	ID=gene-ECOK1_RS00595;Name=aroP;gbkey=Gene;gene=aroP;gene_biotype=protein_coding;locus_tag=ECOK1_RS00595;old_locus_tag=ECOK1_0111	gene-ECOK1_RS00595	aroP	Gene	aroP	protein_coding		ECOK1_RS00595	ECOK1_0111	.
112	NC_017628.1	RefSeq	gene	124316	126097	.	+	.	ID=gene-ECOK1_RS00600;Name=tssD;gbkey=Gene;gene=tssD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00600;old_locus_tag=ECOK1_0112	gene-ECOK1_RS00600	tssD	Gene	tssD	protein_coding		ECOK1_RS00600	ECOK1_0112	.
113	NC_017628.1	RefSeq	gene	126100	126384	.	+	.	ID=gene-ECOK1_RS00605;Name=ECOK1_RS00605;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00605	gene-ECOK1_RS00605	ECOK1_RS00605	Gene		protein_coding		ECOK1_RS00605		.
114	NC_017628.1	RefSeq	gene	126552	126791	.	+	.	ID=gene-ECOK1_RS00610;Name=ECOK1_RS00610;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00610	gene-ECOK1_RS00610	ECOK1_RS00610	Gene		protein_coding		ECOK1_RS00610		.
115	NC_017628.1	RefSeq	gene	126792	127082	.	+	.	ID=gene-ECOK1_RS00615;Name=ECOK1_RS00615;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00615;old_locus_tag=ECOK1_0113	gene-ECOK1_RS00615	ECOK1_RS00615	Gene		protein_coding		ECOK1_RS00615	ECOK1_0113	.
116	NC_017628.1	RefSeq	gene	127249	127437	.	+	.	ID=gene-ECOK1_RS00620;Name=ECOK1_RS00620;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00620	gene-ECOK1_RS00620	ECOK1_RS00620	Gene		protein_coding		ECOK1_RS00620		.
117	NC_017628.1	RefSeq	gene	127491	127781	.	+	.	ID=gene-ECOK1_RS00625;Name=ECOK1_RS00625;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00625;old_locus_tag=ECOK1_0114	gene-ECOK1_RS00625	ECOK1_RS00625	Gene		protein_coding		ECOK1_RS00625	ECOK1_0114	.
118	NC_017628.1	RefSeq	gene	128237	129001	.	+	.	ID=gene-ECOK1_RS00630;Name=pdhR;gbkey=Gene;gene=pdhR;gene_biotype=protein_coding;locus_tag=ECOK1_RS00630;old_locus_tag=ECOK1_0115	gene-ECOK1_RS00630	pdhR	Gene	pdhR	protein_coding		ECOK1_RS00630	ECOK1_0115	.
119	NC_017628.1	RefSeq	gene	129162	131825	.	+	.	ID=gene-ECOK1_RS00635;Name=aceE;gbkey=Gene;gene=aceE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00635;old_locus_tag=ECOK1_0116	gene-ECOK1_RS00635	aceE	Gene	aceE	protein_coding		ECOK1_RS00635	ECOK1_0116	.
120	NC_017628.1	RefSeq	gene	131840	133732	.	+	.	ID=gene-ECOK1_RS00640;Name=aceF;gbkey=Gene;gene=aceF;gene_biotype=protein_coding;locus_tag=ECOK1_RS00640;old_locus_tag=ECOK1_0117	gene-ECOK1_RS00640	aceF	Gene	aceF	protein_coding		ECOK1_RS00640	ECOK1_0117	.
121	NC_017628.1	RefSeq	gene	133940	135364	.	+	.	ID=gene-ECOK1_RS00645;Name=lpdA;gbkey=Gene;gene=lpdA;gene_biotype=protein_coding;locus_tag=ECOK1_RS00645;old_locus_tag=ECOK1_0118	gene-ECOK1_RS00645	lpdA	Gene	lpdA	protein_coding		ECOK1_RS00645	ECOK1_0118	.
122	NC_017628.1	RefSeq	gene	135606	137363	.	-	.	ID=gene-ECOK1_RS00650;Name=yacH;gbkey=Gene;gene=yacH;gene_biotype=protein_coding;locus_tag=ECOK1_RS00650;old_locus_tag=ECOK1_0119	gene-ECOK1_RS00650	yacH	Gene	yacH	protein_coding		ECOK1_RS00650	ECOK1_0119	.
123	NC_017628.1	RefSeq	gene	137718	140315	.	+	.	ID=gene-ECOK1_RS00655;Name=acnB;gbkey=Gene;gene=acnB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00655;old_locus_tag=ECOK1_0120	gene-ECOK1_RS00655	acnB	Gene	acnB	protein_coding		ECOK1_RS00655	ECOK1_0120	.
124	NC_017628.1	RefSeq	gene	140490	140852	.	+	.	ID=gene-ECOK1_RS00660;Name=yacL;gbkey=Gene;gene=yacL;gene_biotype=protein_coding;locus_tag=ECOK1_RS00660;old_locus_tag=ECOK1_0121	gene-ECOK1_RS00660	yacL	Gene	yacL	protein_coding		ECOK1_RS00660	ECOK1_0121	.
125	NC_017628.1	RefSeq	gene	140890	141684	.	-	.	ID=gene-ECOK1_RS00665;Name=speD;gbkey=Gene;gene=speD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00665;old_locus_tag=ECOK1_0122	gene-ECOK1_RS00665	speD	Gene	speD	protein_coding		ECOK1_RS00665	ECOK1_0122	.
126	NC_017628.1	RefSeq	gene	141700	142566	.	-	.	ID=gene-ECOK1_RS00670;Name=speE;gbkey=Gene;gene=speE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00670;old_locus_tag=ECOK1_0123	gene-ECOK1_RS00670	speE	Gene	speE	protein_coding		ECOK1_RS00670	ECOK1_0123	.
127	NC_017628.1	RefSeq	gene	142672	143019	.	-	.	ID=gene-ECOK1_RS00675;Name=yacC;gbkey=Gene;gene=yacC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00675;old_locus_tag=ECOK1_0124	gene-ECOK1_RS00675	yacC	Gene	yacC	protein_coding		ECOK1_RS00675	ECOK1_0124	.
128	NC_017628.1	RefSeq	gene	143185	144735	.	+	.	ID=gene-ECOK1_RS00680;Name=cueO;gbkey=Gene;gene=cueO;gene_biotype=protein_coding;locus_tag=ECOK1_RS00680;old_locus_tag=ECOK1_0125	gene-ECOK1_RS00680	cueO	Gene	cueO	protein_coding		ECOK1_RS00680	ECOK1_0125	.
129	NC_017628.1	RefSeq	gene	144782	147172	.	-	.	ID=gene-ECOK1_RS00685;Name=gcd;gbkey=Gene;gene=gcd;gene_biotype=protein_coding;locus_tag=ECOK1_RS00685;old_locus_tag=ECOK1_0126	gene-ECOK1_RS00685	gcd	Gene	gcd	protein_coding		ECOK1_RS00685	ECOK1_0126	.
130	NC_017628.1	RefSeq	gene	147378	147914	.	+	.	ID=gene-ECOK1_RS00690;Name=hpt;gbkey=Gene;gene=hpt;gene_biotype=protein_coding;locus_tag=ECOK1_RS00690;old_locus_tag=ECOK1_0127	gene-ECOK1_RS00690	hpt	Gene	hpt	protein_coding		ECOK1_RS00690	ECOK1_0127	.
131	NC_017628.1	RefSeq	gene	147955	148617	.	-	.	ID=gene-ECOK1_RS00695;Name=can;gbkey=Gene;gene=can;gene_biotype=protein_coding;locus_tag=ECOK1_RS00695;old_locus_tag=ECOK1_0128	gene-ECOK1_RS00695	can	Gene	can	protein_coding		ECOK1_RS00695	ECOK1_0128	.
132	NC_017628.1	RefSeq	gene	148726	149652	.	+	.	ID=gene-ECOK1_RS00700;Name=yadG;gbkey=Gene;gene=yadG;gene_biotype=protein_coding;locus_tag=ECOK1_RS00700;old_locus_tag=ECOK1_0129	gene-ECOK1_RS00700	yadG	Gene	yadG	protein_coding		ECOK1_RS00700	ECOK1_0129	.
133	NC_017628.1	RefSeq	gene	149649	150419	.	+	.	ID=gene-ECOK1_RS00705;Name=yadH;gbkey=Gene;gene=yadH;gene_biotype=protein_coding;locus_tag=ECOK1_RS00705;old_locus_tag=ECOK1_0130	gene-ECOK1_RS00705	yadH	Gene	yadH	protein_coding		ECOK1_RS00705	ECOK1_0130	.
134	NC_017628.1	RefSeq	gene	150524	150964	.	+	.	ID=gene-ECOK1_RS00710;Name=yadI;gbkey=Gene;gene=yadI;gene_biotype=protein_coding;locus_tag=ECOK1_RS00710;old_locus_tag=ECOK1_0131	gene-ECOK1_RS00710	yadI	Gene	yadI	protein_coding		ECOK1_RS00710	ECOK1_0131	.
135	NC_017628.1	RefSeq	gene	151028	152257	.	+	.	ID=gene-ECOK1_RS00715;Name=yadE;gbkey=Gene;gene=yadE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00715;old_locus_tag=ECOK1_0132	gene-ECOK1_RS00715	yadE	Gene	yadE	protein_coding		ECOK1_RS00715	ECOK1_0132	.
136	NC_017628.1	RefSeq	gene	152261	152641	.	-	.	ID=gene-ECOK1_RS00720;Name=panD;gbkey=Gene;gene=panD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00720;old_locus_tag=ECOK1_0133	gene-ECOK1_RS00720	panD	Gene	panD	protein_coding		ECOK1_RS00720	ECOK1_0133	.
137	NC_017628.1	RefSeq	gene	152915	153799	.	+	.	ID=gene-ECOK1_RS00725;Name=rpnC;gbkey=Gene;gene=rpnC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00725;old_locus_tag=ECOK1_0134	gene-ECOK1_RS00725	rpnC	Gene	rpnC	protein_coding		ECOK1_RS00725	ECOK1_0134	.
138	NC_017628.1	RefSeq	gene	153881	154732	.	-	.	ID=gene-ECOK1_RS00730;Name=panC;gbkey=Gene;gene=panC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00730;old_locus_tag=ECOK1_0135	gene-ECOK1_RS00730	panC	Gene	panC	protein_coding		ECOK1_RS00730	ECOK1_0135	.
139	NC_017628.1	RefSeq	gene	154744	155538	.	-	.	ID=gene-ECOK1_RS00735;Name=panB;gbkey=Gene;gene=panB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00735;old_locus_tag=ECOK1_0136	gene-ECOK1_RS00735	panB	Gene	panB	protein_coding		ECOK1_RS00735	ECOK1_0136	.
140	NC_017628.1	RefSeq	gene	155650	156939	.	-	.	ID=gene-ECOK1_RS00740;Name=ECOK1_RS00740;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00740;old_locus_tag=ECOK1_0137	gene-ECOK1_RS00740	ECOK1_RS00740	Gene		protein_coding		ECOK1_RS00740	ECOK1_0137	.
141	NC_017628.1	RefSeq	gene	156965	157561	.	-	.	ID=gene-ECOK1_RS00745;Name=ECOK1_RS00745;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00745;old_locus_tag=ECOK1_0138	gene-ECOK1_RS00745	ECOK1_RS00745	Gene		protein_coding		ECOK1_RS00745	ECOK1_0138	.
142	NC_017628.1	RefSeq	gene	157588	158196	.	-	.	ID=gene-ECOK1_RS00750;Name=yadL;gbkey=Gene;gene=yadL;gene_biotype=protein_coding;locus_tag=ECOK1_RS00750;old_locus_tag=ECOK1_0139	gene-ECOK1_RS00750	yadL	Gene	yadL	protein_coding		ECOK1_RS00750	ECOK1_0139	.
143	NC_017628.1	RefSeq	gene	158208	158774	.	-	.	ID=gene-ECOK1_RS00755;Name=ECOK1_RS00755;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00755;old_locus_tag=ECOK1_0140	gene-ECOK1_RS00755	ECOK1_RS00755	Gene		protein_coding		ECOK1_RS00755	ECOK1_0140	.
144	NC_017628.1	RefSeq	gene	158791	161379	.	-	.	ID=gene-ECOK1_RS00760;Name=htrE;gbkey=Gene;gene=htrE;gene_biotype=protein_coding;locus_tag=ECOK1_RS00760;old_locus_tag=ECOK1_0141	gene-ECOK1_RS00760	htrE	Gene	htrE	protein_coding		ECOK1_RS00760	ECOK1_0141	.
145	NC_017628.1	RefSeq	gene	161414	162154	.	-	.	ID=gene-ECOK1_RS00765;Name=ECOK1_RS00765;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00765;old_locus_tag=ECOK1_0142	gene-ECOK1_RS00765	ECOK1_RS00765	Gene		protein_coding		ECOK1_RS00765	ECOK1_0142	.
146	NC_017628.1	RefSeq	gene	162263	162853	.	-	.	ID=gene-ECOK1_RS00770;Name=ECOK1_RS00770;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS00770;old_locus_tag=ECOK1_0143	gene-ECOK1_RS00770	ECOK1_RS00770	Gene		protein_coding		ECOK1_RS00770	ECOK1_0143	.
147	NC_017628.1	RefSeq	gene	163215	163694	.	-	.	ID=gene-ECOK1_RS00775;Name=folK;gbkey=Gene;gene=folK;gene_biotype=protein_coding;locus_tag=ECOK1_RS00775;old_locus_tag=ECOK1_0144	gene-ECOK1_RS00775	folK	Gene	folK	protein_coding		ECOK1_RS00775	ECOK1_0144	.
148	NC_017628.1	RefSeq	gene	163691	165088	.	-	.	ID=gene-ECOK1_RS00780;Name=pcnB;gbkey=Gene;gene=pcnB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00780;old_locus_tag=ECOK1_0145	gene-ECOK1_RS00780	pcnB	Gene	pcnB	protein_coding		ECOK1_RS00780	ECOK1_0145	.
149	NC_017628.1	RefSeq	gene	165148	166044	.	-	.	ID=gene-ECOK1_RS00785;Name=gluQRS;gbkey=Gene;gene=gluQRS;gene_biotype=protein_coding;locus_tag=ECOK1_RS00785;old_locus_tag=ECOK1_0146	gene-ECOK1_RS00785	gluQRS	Gene	gluQRS	protein_coding		ECOK1_RS00785	ECOK1_0146	.
150	NC_017628.1	RefSeq	gene	166111	166566	.	-	.	ID=gene-ECOK1_RS00790;Name=dksA;gbkey=Gene;gene=dksA;gene_biotype=protein_coding;locus_tag=ECOK1_RS00790;old_locus_tag=ECOK1_0147	gene-ECOK1_RS00790	dksA	Gene	dksA	protein_coding		ECOK1_RS00790	ECOK1_0147	.
151	NC_017628.1	RefSeq	gene	166744	167448	.	-	.	ID=gene-ECOK1_RS00795;Name=sfsA;gbkey=Gene;gene=sfsA;gene_biotype=protein_coding;locus_tag=ECOK1_RS00795;old_locus_tag=ECOK1_0148	gene-ECOK1_RS00795	sfsA	Gene	sfsA	protein_coding		ECOK1_RS00795	ECOK1_0148	.
152	NC_017628.1	RefSeq	gene	167463	167993	.	-	.	ID=gene-ECOK1_RS00800;Name=thpR;gbkey=Gene;gene=thpR;gene_biotype=protein_coding;locus_tag=ECOK1_RS00800;old_locus_tag=ECOK1_0149	gene-ECOK1_RS00800	thpR	Gene	thpR	protein_coding		ECOK1_RS00800	ECOK1_0149	.
153	NC_017628.1	RefSeq	gene	168067	170496	.	+	.	ID=gene-ECOK1_RS00805;Name=hrpB;gbkey=Gene;gene=hrpB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00805;old_locus_tag=ECOK1_0150	gene-ECOK1_RS00805	hrpB	Gene	hrpB	protein_coding		ECOK1_RS00805	ECOK1_0150	.
154	NC_017628.1	RefSeq	gene	170590	173124	.	+	.	ID=gene-ECOK1_RS00810;Name=mrcB;gbkey=Gene;gene=mrcB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00810;old_locus_tag=ECOK1_0151	gene-ECOK1_RS00810	mrcB	Gene	mrcB	protein_coding		ECOK1_RS00810	ECOK1_0151	.
155	NC_017628.1	RefSeq	gene	173344	175587	.	+	.	ID=gene-ECOK1_RS00815;Name=fhuA;gbkey=Gene;gene=fhuA;gene_biotype=protein_coding;locus_tag=ECOK1_RS00815;old_locus_tag=ECOK1_0153	gene-ECOK1_RS00815	fhuA	Gene	fhuA	protein_coding		ECOK1_RS00815	ECOK1_0153	.
156	NC_017628.1	RefSeq	gene	175638	176435	.	+	.	ID=gene-ECOK1_RS00820;Name=fhuC;gbkey=Gene;gene=fhuC;gene_biotype=protein_coding;locus_tag=ECOK1_RS00820;old_locus_tag=ECOK1_0154	gene-ECOK1_RS00820	fhuC	Gene	fhuC	protein_coding		ECOK1_RS00820	ECOK1_0154	.
157	NC_017628.1	RefSeq	gene	176435	177325	.	+	.	ID=gene-ECOK1_RS00825;Name=fhuD;gbkey=Gene;gene=fhuD;gene_biotype=protein_coding;locus_tag=ECOK1_RS00825;old_locus_tag=ECOK1_0155	gene-ECOK1_RS00825	fhuD	Gene	fhuD	protein_coding		ECOK1_RS00825	ECOK1_0155	.
158	NC_017628.1	RefSeq	gene	177322	179304	.	+	.	ID=gene-ECOK1_RS00830;Name=fhuB;gbkey=Gene;gene=fhuB;gene_biotype=protein_coding;locus_tag=ECOK1_RS00830;old_locus_tag=ECOK1_0156	gene-ECOK1_RS00830	fhuB	Gene	fhuB	protein_coding		ECOK1_RS00830	ECOK1_0156	.
159	NC_017628.1	RefSeq	gene	179339	180619	.	-	.	ID=gene-ECOK1_RS00835;Name=hemL;gbkey=Gene;gene=hemL;gene_biotype=protein_coding;locus_tag=ECOK1_RS00835;old_locus_tag=ECOK1_0157	gene-ECOK1_RS00835	hemL	Gene	hemL	protein_coding		ECOK1_RS00835	ECOK1_0157	.
160	NC_017628.1	RefSeq	gene	180785	180832	.	+	.	ID=gene-ECOK1_RS28895;Name=yadX;gbkey=Gene;gene=yadX;gene_biotype=protein_coding;locus_tag=ECOK1_RS28895	gene-ECOK1_RS28895	yadX	Gene	yadX	protein_coding		ECOK1_RS28895		.
